names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
Robin Hood,3,5,50,2011,7.12406,https://cf.geekdo-images.com/original/img/KJe7nkhtMmYK01yEmhHQ_HVTM1M=/0x0/pic1077675.jpg,14,"Bluffing, Humor, Medieval, Party Game","Sérgio Halaban, André Zatz"
Jena 20,2,2,50,2008,6.74202,https://cf.geekdo-images.com/original/img/rrsIO2k_qbtIuxIIdQgwtuONvMg=/0x0/pic301998.jpg,0,"Napoleonic, Wargame","Alan Emrich, Rodger B. MacGowan, Joseph Miranda"
Apocalypse Chaos,1,4,60,2015,6.75247,https://cf.geekdo-images.com/original/img/Bs_rWxJpjcqB1CqaK7RpZb8DmmU=/0x0/pic2524883.jpg,13,Science Fiction,Florian Fay
Sigismundus Augustus: Dei gratia rex Poloniae,3,5,120,2012,7.28222,https://cf.geekdo-images.com/original/img/Aj4LBWIU0Pi5p6vwaAaoC13VCVc=/0x0/pic1714173.jpg,12,"Economic, Negotiation, Renaissance","Adam Kwapiński, Michał Sieńko"
Helionox: The Last Sunset,1,4,60,2015,7.03837,https://cf.geekdo-images.com/original/img/7Rb_vTPG00p38wCQ0pjlQSKVhX4=/0x0/pic2645762.jpg,13,"Card Game, Science Fiction",Taran Lewis Kratz
Dungeoneer: Den of the Wererats,2,2,30,2004,6.32264,https://cf.geekdo-images.com/original/img/G5HtVbDWOzRoObQr5PILlX5DeLc=/0x0/pic70454.jpg,12,"Adventure, Card Game, Dice, Exploration, Fantasy",Thomas Denmark
Lords of War: Orcs versus Dwarves,2,8,30,2012,6.80708,https://cf.geekdo-images.com/original/img/HyiLOgNbf3hnsFsHITCaJOW4qvU=/0x0/pic1575914.jpg,12,"Card Game, Fantasy, Wargame","Nick Street, Martin Vaux"
Mordred,3,4,45,1999,6.16507,https://cf.geekdo-images.com/original/img/iUFvgdwIwUM1o2tvbfqFDYe7UWM=/0x0/pic300460.jpg,12,"Medieval, Territory Building",Martin Wallace
The Order of Vampire Hunters,1,4,90,2018,7.91703,https://cf.geekdo-images.com/original/img/TD6I6sPZ6YwG8XsGtKYuKWsRyaA=/0x0/pic2376331.jpg,13,"Adventure, Horror, Miniatures",Filippo Chirico
Fifth Avenue,2,4,100,2004,6.0175,https://cf.geekdo-images.com/original/img/F11BouTpRn9Y4EMJgQ15hGGHKzU=/0x0/pic39578.jpg,12,City Building,Wilko Manz
The Game: Face to Face,2,2,20,2017,7.25221,https://cf.geekdo-images.com/original/img/4pTZUfwpWVdq3-g1nfCNY4AJQq0=/0x0/pic3955240.jpg,8,"Card Game, Number","Steffen Benndorf, Reinhard Staupe"
Say Anything Family Edition,3,6,30,2011,6.74043,https://cf.geekdo-images.com/original/img/UEbJLcNKE8o6g_rTpzjjCroB-dQ=/0x0/pic958277.jpg,8,"Humor, Party Game",Dominic Crapuchettes
Frogriders,2,4,30,2017,6.62572,https://cf.geekdo-images.com/original/img/d383Eug2amdkePesapoWyeukwlU=/0x0/pic3326905.jpg,8,"Abstract Strategy, Animals, Fantasy","Asger Harding Granerud, Daniel Skjold Pedersen"
North American Railways,3,5,90,2016,6.82237,https://cf.geekdo-images.com/original/img/s_YEQ3yCHMlULCIQg_3_o_vCNlA=/0x0/pic3847804.png,12,"Card Game, Economic",Peer Sylvester
Feudal,2,6,90,1967,6.00915,https://cf.geekdo-images.com/original/img/3b-m5hfZMrgomdyl8QY1hm4K3GY=/0x0/pic1512978.jpg,10,"Abstract Strategy, Medieval, Miniatures",Fred Buestchler
Friesematenten,2,4,45,2010,6.30132,https://cf.geekdo-images.com/original/img/mWyQ3u64hRXKhmR1bcscmfza-N0=/0x0/pic794872.jpg,12,"Card Game, Economic, Humor, Industry / Manufacturing",Friedemann Friese
Die Siedler von Catan: Junior,3,4,30,2007,6.43556,https://cf.geekdo-images.com/original/img/QYvk1mJJooMp8YFc5MlhIqsX05Y=/0x0/pic266168.jpg,6,"Children's Game, Negotiation, Pirates",Klaus Teuber
City Hall,2,4,90,2014,6.61037,https://cf.geekdo-images.com/original/img/0SttzfDxnFHNTUMp8_NQSqslk1k=/0x0/pic1797476.png,13,"City Building, Political",Michael R. Keller
Hannin Wa Odoru,3,8,10,2013,6.54237,https://cf.geekdo-images.com/original/img/XhxA9DbQ0p2Eu6yM8roX40P9-oI=/0x0/pic2019550.jpg,8,"Bluffing, Deduction, Party Game",Pesu Nabeno
Mini Rogue,1,1,60,2016,7.34104,https://cf.geekdo-images.com/original/img/3Xv7nFdOLEG15EFf_uqHlHPsPng=/0x0/pic3009011.png,10,"Adventure, Fantasy, Print & Play","Paolo Di Stefano, Gabriel Gendron"
Siena,2,5,90,2005,6.16162,https://cf.geekdo-images.com/original/img/cwgo4vckutkerpa2QnFI2NVLqPw=/0x0/pic99088.jpg,12,"Economic, Medieval",Mario Papini
"Bloody April, 1917: Air War Over Arras, France",1,2,120,2012,7.33503,https://cf.geekdo-images.com/original/img/Lbz0GVDbMfiqZ2rDy6N6bJUVtFc=/0x0/pic1385602.jpg,0,"Aviation / Flight, Wargame, World War I",Terry Simo
Hive Mind,3,12,90,2016,7.17951,https://cf.geekdo-images.com/original/img/uvqn6qK7qgC9H_BxUm6pg4-baVI=/0x0/pic3043513.jpg,8,Party Game,Richard Garfield
A Column of Fire,2,4,90,2017,6.51755,https://cf.geekdo-images.com/original/img/0Q3-jFGqmSKNgzU2nwesG8Li-cU=/0x0/pic3617945.jpg,12,"Dice, Novel-based, Religious, Renaissance",Michael Rieneck
Panzer Grenadier: Road to Berlin,2,2,120,2005,7.3667,https://cf.geekdo-images.com/original/img/BD5jaED2Z3DDt8ajT4uVe4iyA8o=/0x0/pic71345.jpg,12,"Wargame, World War II","Michael Bennighof, Brian L. Knipple"
Glastonbury,2,4,30,2013,6.63746,https://cf.geekdo-images.com/original/img/6zDsxpfJpx71ILH50aAcoq1gaps=/0x0/pic1757300.jpg,8,"Card Game, Fantasy",Günter Burkhardt
Ophir,2,4,60,2015,6.90339,https://cf.geekdo-images.com/original/img/qrTRjDWwMFEg28pt-SrFcPwiH1E=/0x0/pic1997937.png,10,"Economic, Nautical","Jason D. Kingsley, Charles C. Wright"
Titan Race,2,6,30,2015,6.26109,https://cf.geekdo-images.com/original/img/aV8tJ1wg1pKvDvQVivgHgKP6GAI=/0x0/pic2527069.jpg,8,"Dice, Fantasy, Racing",Julian Allain
Gobbit,2,8,20,2012,6.57552,https://cf.geekdo-images.com/original/img/CShsPYInnK_NM1HcK4utA0q1X4o=/0x0/pic3033828.jpg,6,"Action / Dexterity, Animals, Card Game, Party Game","Jean-Baptiste Fremaux, Thomas Luzurier, Paul-Adrien Tournier"
Hellas,2,4,60,2016,6.8263,https://cf.geekdo-images.com/original/img/R5593jdFh9X3VkoiEWv0Lx73_30=/0x0/pic3153010.jpg,10,"Ancient, City Building",Stefan Dorra
Owner's Choice,2,5,45,2006,6.17758,https://cf.geekdo-images.com/original/img/KlZmT6jdcl32Qm1Qyhz1P1Z55dg=/0x0/pic195820.jpg,10,Economic,Yasutaka Ikeda
NHL Power Play Team-Building Card Game,2,4,30,2014,6.91075,https://cf.geekdo-images.com/original/img/DBHLvrVoc6b-9KMDtYCQury6pgY=/0x0/pic2019500.jpg,15,"Card Game, Sports",Matt Hyra
Rolling Japan,1,99,15,2014,6.29813,https://cf.geekdo-images.com/original/img/RfWoqywTHO4GPO3kWBhTfYEwO34=/0x0/pic2107479.jpg,8,"Dice, Number, Puzzle",Hisashi Hayashi
Potion-Making: Practice,2,6,40,2005,6.2136,https://cf.geekdo-images.com/original/img/T7sAoTuZjgR55GEKautrkgGolQY=/0x0/pic1048351.jpg,0,"Card Game, Fantasy",Sergey Machin
Ladybohn: Manche mögen's heiss!,3,5,60,2007,7.01341,https://cf.geekdo-images.com/original/img/qasYsa77AQLUS86n-OzxkGmrZYo=/0x0/pic3677082.jpg,12,"Card Game, Farming, Negotiation",Uwe Rosenberg
Thrash'n Roll,2,4,90,2015,6.78308,https://cf.geekdo-images.com/original/img/dCTfNHXveDbiVG8zjPgwjMF_GIs=/0x0/pic2650063.jpg,12,"Card Game, Music","Aleksander Biela, Krzysztof Matusik"
Warlords of Europe,2,4,240,2010,6.81714,https://cf.geekdo-images.com/original/img/C_QoPIwYHpri1B2e_N29HtRNW6Y=/0x0/pic524700.jpg,12,"Medieval, Wargame","Kyle Battle, Ken Griffin, Russ Rupe"
MBT (first edition),2,6,60,1989,6.64717,https://cf.geekdo-images.com/original/img/BZ6qKH_3YCBZmXRyeJyVrugu8Js=/0x0/pic405999.jpg,10,"Modern Warfare, Wargame",James M. Day
Check Your 6!,2,12,120,2007,7.80656,https://cf.geekdo-images.com/original/img/ymfUW7mCSWIMv7FVkz9VOskmcXA=/0x0/pic257854.jpg,12,"Aviation / Flight, Miniatures, Wargame, World War II",Scott Fisher
U-Boat Leader,1,1,90,2011,6.95524,https://cf.geekdo-images.com/original/img/K8c5sPUXvaNJpXogNFufUuN0EN0=/0x0/pic826479.jpg,12,"Nautical, Wargame, World War II",Dave Schueler
Ninja Taisen,2,2,20,2014,6.65162,https://cf.geekdo-images.com/original/img/TH--Ed-Mhv_05zTiJsVXJQYYw4E=/0x0/pic3312758.jpg,8,"Dice, Fighting, Medieval",Katsumasa Tomioka
Kachina,2,5,45,2009,6.62478,https://cf.geekdo-images.com/original/img/HCeB6IY6AbAyKGWMBDkfB18c_MQ=/0x0/pic478222.jpg,10,"American West, Mythology",Scott Caputo
Travel Blog,2,6,30,2010,6.13397,https://cf.geekdo-images.com/original/img/tyl0eGVPdqZErxYMZ74QiBCrV_0=/0x0/pic825445.jpg,8,"Educational, Real-time, Travel",Vlaada Chvátil
Gangster,2,5,90,2007,6.18761,https://cf.geekdo-images.com/original/img/vQUoB4zOWKxKHVczScualIrQSis=/0x0/pic258917.jpg,10,Mafia,Thorsten Gimmler
Swashbuckler,2,6,90,1980,6.91752,https://cf.geekdo-images.com/original/img/IgRCeky-Rr6k8jNu8u0Pvpgx6qs=/0x0/pic3638102.jpg,12,"Fighting, Renaissance","T. O'Neill, S. Craig Taylor"
Titania,2,4,60,2010,6.41152,https://cf.geekdo-images.com/original/img/SeVaNKSDhc-WiDPvrz0flXgiBrU=/0x0/pic2691917.jpg,10,Nautical,Rüdiger Dorn
Napoleon's War:  The 100 Days,2,2,60,2010,7.2627,https://cf.geekdo-images.com/original/img/PLDyrYuUBZ_K-KTPYBtNqWZiS4k=/0x0/pic731932.jpg,8,"Napoleonic, Wargame","Grant Wylie, Mike Wylie"
Flash Duel,2,2,5,2010,6.69426,https://cf.geekdo-images.com/original/img/ywXRCa9G3EKZ-NdDF3k3RHJIk7E=/0x0/pic648115.jpg,0,"Card Game, Fantasy, Fighting",David Sirlin
1920 Wall Street,2,5,60,2017,6.85427,https://cf.geekdo-images.com/original/img/Oa1i9kItdAF2Ikm2j3kTzHZoYqU=/0x0/pic3674450.jpg,12,"Card Game, Economic",Perepau Llistosella
Cobra,2,2,120,1977,6.69965,https://cf.geekdo-images.com/original/img/oRKinyuHMkoS-WVVwf-By_lg1QY=/0x0/pic621252.jpg,12,"Wargame, World War II","Brad Hessel, David James Ritchie"
Old Town,1,4,45,2000,6.38698,https://cf.geekdo-images.com/original/img/eNx4ZJKSgnK80LejE1LTuB1Mtq4=/0x0/pic325396.jpg,10,"American West, Deduction",Stephan Riedel
Maskmen,2,6,20,2014,6.46421,https://cf.geekdo-images.com/original/img/S4CBdKB5rfQAR578JluC1CQmoj0=/0x0/pic3678408.png,9,"Card Game, Sports","Jun Sasaki, Taiki Shinzawa (新澤 大樹)"
Cambria,2,5,20,2008,6.48975,https://cf.geekdo-images.com/original/img/K-WPZ5eVARwFg6q4aTzyqqxNLbA=/0x0/pic910831.jpg,8,Ancient,Eric B. Vogel
Gulf Strike,2,2,360,1983,6.60847,https://cf.geekdo-images.com/original/img/ePVHonQsqAk2Ikn2LZr6Ic_hczg=/0x0/pic147586.jpg,12,"Modern Warfare, Wargame",Mark Herman
Card City XL,1,4,60,2017,6.81816,https://cf.geekdo-images.com/original/img/pVp3iDyQY7QWMi8migaMXg759Ro=/0x0/pic3540452.jpg,12,"City Building, Territory Building",Alban Viard
Mali Powstańcy: Warszawa 1944,2,4,30,2009,6.58116,https://cf.geekdo-images.com/original/img/zwTCA2IcuQgCYJt5uo6u8YUqyOA=/0x0/pic1620355.jpg,8,World War II,Filip Miłuński
7 Days of Westerplatte,1,4,60,2013,6.72026,https://cf.geekdo-images.com/original/img/S0mABOd1dnXOGt9H-QbR6309X7o=/0x0/pic1722650.jpg,8,"Educational, Wargame, World War II",Łukasz Woźniak
Munchkin Quest,2,4,180,2008,5.91341,https://cf.geekdo-images.com/original/img/KwDvaasVSGRzWeUezAzH0a46bXA=/0x0/pic294853.jpg,12,"Adventure, Exploration, Fantasy, Fighting, Humor",Steve Jackson (I)
Crash Tackle Rugby Board Game,2,2,180,2001,7.67927,https://cf.geekdo-images.com/original/img/na60lb2Rsa9NuFp34p1GybEL9Fg=/0x0/pic247205.jpg,12,Sports,Marco Fuini
Agamemnon,2,2,30,2016,6.85597,https://cf.geekdo-images.com/original/img/kHojkt2Zs9y3240x_xBB9oS6W1A=/0x0/pic2957682.jpg,12,"Abstract Strategy, Ancient",Günter Cornett
Hitler's War,2,3,300,1981,6.26307,https://cf.geekdo-images.com/original/img/MtDOpxx_Fu2YDMq-CQr9352r_RM=/0x0/pic1513384.jpg,12,"Wargame, World War II",Keith Gross
Zombiaki,2,2,15,2003,6.16809,https://cf.geekdo-images.com/original/img/gIfmu_5VayZT4xoVjZcGLVRwnvs=/0x0/pic1614754.jpg,8,"Card Game, Fighting, Humor, Zombies","Adam Mnich, Ignacy Trzewiczek"
Complots,2,8,15,2013,6.87436,https://cf.geekdo-images.com/original/img/wiqppMCsl61T8vZlCMxgLunDKoA=/0x0/pic1896477.jpg,8,"Bluffing, Card Game, Deduction",Rikki Tahta
Orongo,2,4,40,2014,6.57618,https://cf.geekdo-images.com/original/img/Mb13KF9eCeUfJ15DDdM6pOoq-iI=/0x0/pic2233614.jpg,10,none,Reiner Knizia
Pyramix,2,4,15,2014,6.37178,https://cf.geekdo-images.com/original/img/K8-iTB8xmWzB8Pw4ioHGY8eKbio=/0x0/pic1950426.jpg,8,"Abstract Strategy, Ancient",Tim Roediger
Crazy Circus,1,10,20,2002,6.26459,https://cf.geekdo-images.com/original/img/sgncJNbyR5rO-cicacuXCx9I6hc=/0x0/pic1414458.jpg,8,"Animals, Puzzle, Real-time",Dominique Ehrhard
Little Devils,3,6,15,2012,6.133,https://cf.geekdo-images.com/original/img/6uKq4PVIpPwqsIeswxhqq96aAE4=/0x0/pic1127412.jpg,8,Card Game,Michael Feldkötter
The Secret of Monte Cristo,2,4,60,2011,6.20182,https://cf.geekdo-images.com/original/img/zvDgvnDgXFCMn490xI_v6uYuwZI=/0x0/pic899476.jpg,8,"Exploration, Novel-based","Charles Chevallier, Arnaud Urbon"
Taktika,2,2,20,2007,7.08641,https://cf.geekdo-images.com/original/img/WK6C_g8_7PVbvm-Mm8MgLlxy7Ww=/0x0/pic265909.jpg,0,"Action / Dexterity, Fantasy, Medieval",Ian Cooper (I)
Global Mogul,1,4,120,2013,7.04211,https://cf.geekdo-images.com/original/img/0W1LSaH8gvZgADoO7_hzYL24alU=/0x0/pic1778424.jpg,14,Economic,Bill Crenshaw
"Rome: Imperium, Circus Maximus, Hannibal vs Rome",2,5,60,2001,6.28667,https://cf.geekdo-images.com/original/img/lyr8UnFUsuwVMBxqdXzCXNVeCRc=/0x0/pic18900.jpg,8,"Ancient, Card Game, Political, Racing",Reiner Knizia
"Goblins Drool, Fairies Rule!",1,4,15,2013,6.15968,https://cf.geekdo-images.com/original/img/X7ahJuBFUnpRWZPUl-Rh3vI8qto=/0x0/pic1392330.jpg,7,"Card Game, Children's Game, Educational, Fantasy, Humor",David Luis Sanhueza
Clash for a Continent:  Battles of the American Revolution and French & Indian War,2,4,30,2005,7.23183,https://cf.geekdo-images.com/original/img/sRivACwLjHgjMrT6g3_RlAuOmUw=/0x0/pic80068.jpg,12,"Age of Reason, American Revolutionary War, Wargame","Matt Burchfield, Grant Wylie, Mike Wylie"
Codinca,2,4,30,2012,6.45194,https://cf.geekdo-images.com/original/img/LY42OIsgoYOj3p96V6ECAi4kJs0=/0x0/pic2995800.jpg,8,Abstract Strategy,"Leonard Boyd, David Brashaw"
Viva Pamplona!,2,6,45,1992,6.36056,https://cf.geekdo-images.com/original/img/6VGshvTOapv_nfg9DeSJW6fMV7M=/0x0/pic1111577.jpg,8,Racing,Wolfgang Kramer
Target for Today,1,1,90,2017,8.24728,https://cf.geekdo-images.com/original/img/AQ3G7muHSHKiclVJRwADMZvnGO0=/0x0/pic2546359.jpg,12,"Aviation / Flight, Wargame, World War II","Steve Dixon, Shawn Rife"
Pocket Ops,2,2,20,2017,6.98112,https://cf.geekdo-images.com/original/img/yMXFRlYahlsABM7Dsb27ApBmk5U=/0x0/pic3583489.jpg,6,"Abstract Strategy, Deduction, Spies/Secret Agents",Brandon Beran
Guild Ball: Kick Off!,2,2,60,2016,8.0346,https://cf.geekdo-images.com/original/img/XIJdrlEJmsOxKjO4wwO08pwgmCQ=/0x0/pic3208513.jpg,12,"Fantasy, Medieval, Miniatures, Sports, Wargame","Mat Hart, Richard Loxam"
Ventura,2,4,90,2011,6.4759,https://cf.geekdo-images.com/original/img/OsX9PCgwvHAQ3guQ6dzii7Ju8kc=/0x0/pic974442.jpg,13,"Renaissance, Territory Building, Wargame","Alberto Menoncin, Silvio Negri-Clementi"
Entropy,2,6,15,2015,6.35813,https://cf.geekdo-images.com/original/img/kRBRBStrMSQLrkPiFVXePdSWZ_o=/0x0/pic2415140.jpg,12,"Bluffing, Card Game, Deduction, Science Fiction","Allen Chang, Alistair Kearney"
Tipp-Kick,2,2,10,1921,6.42454,https://cf.geekdo-images.com/original/img/AUTGNQoeNNRy9H8h9LRfYzGEAVA=/0x0/pic63199.jpg,8,"Action / Dexterity, Miniatures, Movies / TV / Radio theme, Sports",Carl Mayer
Founding Fathers,3,6,180,2007,8.03182,https://cf.geekdo-images.com/original/img/oPQcEoYhZinm3FkPaU7c3yrniGs=/0x0/pic2072057.png,12,"Napoleonic, Negotiation, Political, Post-Napoleonic, Print & Play",Rick Heli
Shinobi WAT-AAH!,2,4,45,2014,6.40909,https://cf.geekdo-images.com/original/img/kfEu_zc8tLhwGx8PDPYeAuzZpxg=/0x0/pic2024983.jpg,10,"Card Game, Fantasy, Fighting",Théo Rivière
Old School Tactical,2,0,60,2016,8.19961,https://cf.geekdo-images.com/original/img/laDsmdWxfFshX3tLlwFqPAvr5ak=/0x0/pic2361649.png,0,"Wargame, World War II",Shayne Logan
Code of Nine,3,4,40,2012,6.50708,https://cf.geekdo-images.com/original/img/u6N8RY7NSKXPtwOtRWaWv3NypMM=/0x0/pic2556408.png,13,"Bluffing, Deduction, Science Fiction",BakaFire
Railroad Dice,2,4,90,2003,6.19402,https://cf.geekdo-images.com/original/img/MllJofyiEb0_fMsrtBqwL9JCo6k=/0x0/pic220462.jpg,12,"Dice, Trains, Transportation",Jens Kappe
Borderlands,2,4,120,1982,6.80808,https://cf.geekdo-images.com/original/img/WHVKiNPsKbgdhMJ92Aj9JuLS9HU=/0x0/pic651637.jpg,12,"Bluffing, Civilization, Fantasy, Negotiation, Political","Bill Eberle, Jack Kittredge, Peter Olotka"
Tom Tube,2,2,30,2003,6.29165,https://cf.geekdo-images.com/original/img/aCz-pE8nb3jDqBAAgntpaX7iBOw=/0x0/pic25782.jpg,10,Science Fiction,"Tobias Goslar, Roland Goslar"
Krosmaster Arena 2.0,2,4,60,2016,7.6689,https://cf.geekdo-images.com/original/img/KsmGU5vL0_PnCphPRIA61y9FAos=/0x0/pic3090972.jpg,8,"Collectible Components, Fantasy, Fighting, Miniatures",Matthieu Berthier
"Duck, Duck, Bruce",2,4,20,1997,6.19065,https://cf.geekdo-images.com/original/img/CkZNS2H4WLlvWkUbFq5gwiHBLYo=/0x0/pic191734.jpg,6,"Animals, Card Game, Children's Game",Peter Neugebauer
Einstein: His Amazing Life and Incomparable Science,2,4,45,2017,6.84673,https://cf.geekdo-images.com/original/img/Q3Dty4vb9NoEJ8Zc8nN003o3fXs=/0x0/pic3213340.png,8,"Puzzle, Territory Building",Dirk Knemeyer
Moderne Zeiten,3,5,45,2002,6.53941,https://cf.geekdo-images.com/original/img/N8DpbEpC_bSrSkk6FYSN_PfsFmI=/0x0/pic12492.jpg,10,Economic,"Dan Glimne, Grzegorz Rejchtman"
Unstable Unicorns,2,8,45,2017,6.65166,https://cf.geekdo-images.com/original/img/JXjU3CrzgTFZdiY6fP4zO1YPha0=/0x0/pic3912914.jpg,14,"Card Game, Humor, Party Game",Ramy Badie
"Codeword Cromwell: The German Invasion of England, 8 June 1940",1,1,120,2014,7.97615,https://cf.geekdo-images.com/original/img/IaNKN1-NsojUw300vnDSbKokuPg=/0x0/pic566684.jpg,10,"Adventure, Dice, Wargame, World War II",Daniel Hodges (I)
The Rise of the Roman Republic,2,3,240,2003,6.88145,https://cf.geekdo-images.com/original/img/L_mAzCS3xw7YjAnCH9fZ__6GQdA=/0x0/pic1918101.jpg,0,"Ancient, Wargame",Richard H. Berg
Monikers: The Shut Up & Sit Down Nonsense Box,4,20,60,2017,8.05337,https://cf.geekdo-images.com/original/img/CmKOkM97UfOq_zRJfM2a3Tvqj_U=/0x0/pic3789719.jpg,18,Party Game,"Alex Hague, Justin Vickers"
Einauge sei wachsam!,2,5,45,2009,6.32022,https://cf.geekdo-images.com/original/img/e5C9PuHt_iPSgGrvgfY7-jVJwy0=/0x0/pic434077.jpg,10,"Card Game, Pirates","Michael Kiesling, Wolfgang Kramer"
World at War: The Untold Stories,2,2,60,2010,7.97084,https://cf.geekdo-images.com/original/img/kKzPK54ggJ4BfPhnafq2be6GfoQ=/0x0/pic3227431.jpg,0,"Modern Warfare, Wargame",Mark H. Walker
Ghostel,2,4,60,2017,7.41968,https://cf.geekdo-images.com/original/img/Fk2AVGuCVSb0rGmUY41iQPcLR9w=/0x0/pic2666660.jpg,12,Dice,Bevan Clatworthy
Artificium,2,6,50,2014,6.13802,https://cf.geekdo-images.com/original/img/2bgQh3QkWC4BRXyxUPibYnHvg8M=/0x0/pic2249498.jpg,8,"Card Game, Industry / Manufacturing, Medieval",Timofey Shargorodskiy
Eleusis,4,8,20,1956,7.47057,https://cf.geekdo-images.com/original/img/nIfUWS7nyUYRvycc7x41v6dR5o4=/0x0/pic107673.jpg,10,"Card Game, Deduction, Educational",Robert Abbott
Pirate Dice: Voyage on the Rolling Seas,2,4,60,2012,6.20193,https://cf.geekdo-images.com/original/img/FpMfQCGEMWr3xgQ87gRp8W74UtI=/0x0/pic1364948.png,13,"Dice, Nautical, Pirates","Sean Brown, Clint Herron"
Warehouse 51,3,5,45,2015,6.31327,https://cf.geekdo-images.com/original/img/92R9bktNSV-EGBcTRdXImPmRPnY=/0x0/pic2591749.png,10,"Card Game, Mythology","Bruno Faidutti, Sérgio Halaban, André Zatz"
Last Blitzkrieg,2,4,960,2016,8.57064,https://cf.geekdo-images.com/original/img/73aPoQlN4whlinlu1IezdqrA1AU=/0x0/pic3387407.jpg,13,"Wargame, World War II",Dean Essig
Letnisko,2,5,45,2013,6.70996,https://cf.geekdo-images.com/original/img/EhM3iy9-8dCJtHbBR6At8wWqi7I=/0x0/pic1604916.jpg,8,"Card Game, Economic",Karol Madaj
"Warhammer 40,000: Battle for Macragge",2,2,120,2004,6.57196,https://cf.geekdo-images.com/original/img/xe2Cyok6SzsUL63WznbSOMr0G-4=/0x0/pic58510.jpg,12,"Miniatures, Science Fiction","Andy Chambers, Rick Priestley"
All Things Zombie: The Boardgame,1,6,40,2010,6.20596,https://cf.geekdo-images.com/original/img/DoEukR9O47z2QE2dIAWMHSm5UBA=/0x0/pic634054.jpg,12,"Fighting, Horror, Science Fiction, Wargame, Zombies","Ed Teixeira, Mark H. Walker"
Stratego (Revised Edition),2,2,30,2008,6.21822,https://cf.geekdo-images.com/original/img/1iB0BVDzLJ6VRXxZgslZLTk6NdY=/0x0/pic362170.jpg,8,"Abstract Strategy, Bluffing, Deduction, Fantasy, Fighting, Memory",(Uncredited)
Rumble in the House,3,6,20,2011,6.11814,https://cf.geekdo-images.com/original/img/Iq4GrK_9kYKuTzPrmumNaQADW4w=/0x0/pic3120549.png,8,"Bluffing, Deduction, Fighting, Humor, Party Game",Ken Rush
La Bataille d'Auerstædt,1,2,480,1977,7.57254,https://cf.geekdo-images.com/original/img/IMoLIzqUk_6GF8ixm0XtgOciSWE=/0x0/pic532540.jpg,12,"Napoleonic, Wargame","Monte Mattson, Dennis A. Spors, Ed Wimble"
Banjooli Xeet,2,5,30,2013,6.44845,https://cf.geekdo-images.com/original/img/jSYeuwCBkJxyv5F0LLsdCqvIDzg=/0x0/pic1573682.jpg,8,"Bluffing, Dice, Racing",Diego Ibañez
Fire of Eidolon,1,6,45,2017,7.26383,https://cf.geekdo-images.com/original/img/1oe6F4W3wXcw37agIkgLYXuVg3s=/0x0/pic3407529.jpg,14,"Adventure, Exploration, Fantasy, Video Game Theme",Michael Lipton
FlowerFall,2,7,10,2012,6.05336,https://cf.geekdo-images.com/original/img/nQZ42y5Fy4gENVQDKzsNK-ZVyvQ=/0x0/pic1391445.jpg,6,"Action / Dexterity, Card Game, Party Game",Carl Chudyk
Time of Legends: Joan of Arc,2,4,90,2018,9.15915,https://cf.geekdo-images.com/original/img/AbdqnZ_pkOjV8g9mcDrLaGhxp7c=/0x0/pic3726803.jpg,14,"Adventure, Fantasy, Fighting, Medieval, Miniatures, Religious, Wargame",Pascal Bernard
Harry's Grand Slam Baseball Game,2,4,20,1962,6.31398,https://cf.geekdo-images.com/original/img/kIa5Aen93eNvA5jlGkXgmd0UorE=/0x0/pic21582.jpg,8,"Card Game, Sports",Harry Obst
Omega Centauri,2,4,60,2014,7.04775,https://cf.geekdo-images.com/original/img/QJE_E5x_qaEI57C4ZiuD58fONj8=/0x0/pic2061273.jpg,12,"Civilization, Science Fiction",Nigel Buckle
Sjoelen,1,4,30,1870,6.72231,https://cf.geekdo-images.com/original/img/g6x7glhuaX-x6bA992hnS-AZrAY=/0x0/pic2602109.jpg,6,Action / Dexterity,(Uncredited)
Al Cabohne,1,2,60,2000,5.96985,https://cf.geekdo-images.com/original/img/x5YzLzEt93vXS85jxG5nsV4cjFs=/0x0/pic19358.jpg,12,"Card Game, Farming, Mafia",Uwe Rosenberg
Mister X,2,6,60,2009,6.70258,https://cf.geekdo-images.com/original/img/HGx-L_mjYzF5JCh_OdgUO7QJSR8=/0x0/pic580418.jpg,10,"Bluffing, Deduction",Gabriele Mari
Victory:  The Blocks of War,2,6,180,1998,6.34176,https://cf.geekdo-images.com/original/img/QKpdBuYT3t5TFyIvPawFpaSAbSM=/0x0/pic2402729.jpg,12,"Wargame, World War II","Tom Dalgliesh, Grant Dalgliesh"
Next War: Taiwan,2,0,480,2014,8.13304,https://cf.geekdo-images.com/original/img/YOwdtiAQqrgB0tWX8pkKG02vxqQ=/0x0/pic2334746.jpg,12,"Modern Warfare, Wargame","Gene Billingsley, Mitchell Land"
Dungeoneer: Realm of the Ice Witch,2,4,60,2005,6.34071,https://cf.geekdo-images.com/original/img/Sqx0ie6NVJNkKR4WXxFUeedRx5Q=/0x0/pic87559.jpg,12,"Adventure, Card Game, Exploration, Fantasy",Thomas Denmark
Dungeon Twister: The Card Game,2,2,60,2013,6.37013,https://cf.geekdo-images.com/original/img/4raMSKuYzfxadv4YxMi4G3WyMTk=/0x0/pic1702457.jpg,13,"Card Game, Exploration, Fantasy, Fighting, Maze",Christophe Boelinger
