names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
Creationary,3,8,30,2009,5.94842,https://cf.geekdo-images.com/original/img/S8kHIf6zvVj8zps9MWAVhVGZU4Q=/0x0/pic508464.jpg,7,Party Game,"Cynthia Bodin, Bastiaan Brederode, Cephas Howard"
World Monuments,2,4,45,2016,6.34678,https://cf.geekdo-images.com/original/img/SJdTTozoF66AOxJ2iZ_B1yBgQgo=/0x0/pic2894296.jpg,8,Renaissance,Piero Cioni
Here I Stand (500th Anniversary Reprint Edition),2,6,360,2017,8.84824,https://cf.geekdo-images.com/original/img/_3T0yj_3G_HiudTOsXgMRCfyH7I=/0x0/pic3920485.jpg,0,"Negotiation, Political, Religious, Renaissance, Wargame",Ed Beach
Svea Rike,2,5,120,1997,6.37727,https://cf.geekdo-images.com/original/img/0FrpjM0C28Zw6gtShkXuAvbjkMs=/0x0/pic2546085.jpg,12,"Civilization, Economic","Dan Glimne, Henrik Strandberg"
Techno Witches,2,4,50,2005,6.17072,https://cf.geekdo-images.com/original/img/QR07TCZUc0Ev-89NARHBBL283qE=/0x0/pic102691.jpg,10,"Fantasy, Racing",Heinrich Glumpler
Rhodes,2,5,90,2016,6.79358,https://cf.geekdo-images.com/original/img/ft1CwKc_dT59e_9BOY9rLi3aMek=/0x0/pic2923331.jpg,10,"Ancient, City Building, Economic, Nautical, Transportation",Pieter Boots
The Dungeon of D,1,1,60,2008,7.21694,https://cf.geekdo-images.com/original/img/fvZT88BQJVmI127WUbLcu3S-m1E=/0x0/pic301315.jpg,0,"Adventure, Card Game, Exploration, Fantasy, Print & Play",Jack Darwid
Chase,2,2,45,1985,6.81214,https://cf.geekdo-images.com/original/img/QPf6i0hFZWNEmaYDVrHXP7Phyxc=/0x0/pic19452.jpg,10,"Abstract Strategy, Dice",Tom Kruszewski
Town Center,2,4,30,2012,6.45797,https://cf.geekdo-images.com/original/img/4szmLkRxG0aAHZyISsNof8B-A40=/0x0/pic1834531.jpg,12,"Abstract Strategy, City Building, Economic",Alban Viard
Was'n das?,4,9,45,2005,6.6866,https://cf.geekdo-images.com/original/img/to070Tp2w8vTq1q60gLvUCDaxX0=/0x0/pic698086.jpg,12,"Action / Dexterity, Card Game, Party Game, Trivia, Word Game",Philippe des Pallières
The Butterfly Garden,2,6,40,2016,6.85096,https://cf.geekdo-images.com/original/img/sUU23Jiwlw0Cdx0fYzRlI3zuQCI=/0x0/pic3142367.jpg,8,"Animals, Card Game",Steve Finn
Shadows in Kyoto,2,2,30,2017,7.14689,https://cf.geekdo-images.com/original/img/RYhSGWN5ZsOGDYVmE635VRLYDlY=/0x0/pic3604992.jpg,10,"Abstract Strategy, Bluffing, Deduction",Wei-Min Ling
Loot N Run,2,6,30,2016,6.582,https://cf.geekdo-images.com/original/img/BBDBdUsiEQj8YdzxiL_J4Ygq6Fc=/0x0/pic2825518.jpg,8,"Adventure, Ancient, Bluffing, Exploration, Party Game",Christian Lemay
Express,2,6,60,1990,6.18737,https://cf.geekdo-images.com/original/img/5Z961_nZrsRGjZH4IwgGm4hdU2g=/0x0/pic1254446.jpg,8,"Card Game, Trains",Darwin Bromley
Monuments: Wonders of Antiquity,2,4,60,2008,6.40973,https://cf.geekdo-images.com/original/img/TMypVSDDgwWqt1ZWplmavFgVrTk=/0x0/pic301631.jpg,10,Ancient,Stefan Risthaus
"Trump, Tricks, Game!",3,4,45,2005,6.4817,https://cf.geekdo-images.com/original/img/dOkWyc4euc9Djc639O4rcVZ5xgE=/0x0/pic206017.jpg,8,"Animals, Card Game",Günter Burkhardt
HUE,2,5,10,2015,6.50113,https://cf.geekdo-images.com/original/img/TFL1iyWsMohfECDt3ipfTM5b4ik=/0x0/pic2559566.jpg,8,"Abstract Strategy, Card Game",Chris Handy
Dead Panic,2,6,90,2013,6.07407,https://cf.geekdo-images.com/original/img/TZWw8LgyQXZ-PQ52TmGwL9Lo3lY=/0x0/pic1721153.jpg,13,Zombies,Justin De Witt
The Creature That Ate Sheboygan,2,2,60,1979,6.32267,https://cf.geekdo-images.com/original/img/8MNmuovExQli3OfUJ_AyzhOXeyM=/0x0/pic579229.jpg,10,"Movies / TV / Radio theme, Science Fiction, Wargame",Greg Costikyan
KUMO Hogosha,2,4,30,2015,6.94452,https://cf.geekdo-images.com/original/img/1DmBaH-MQ_3u9IEnl2HukU7Scao=/0x0/pic2606432.jpg,8,"Abstract Strategy, Fighting","Patrick Gere, Nico Pirard"
Gyges,2,2,15,1985,6.78925,https://cf.geekdo-images.com/original/img/zoATqETPUjbK1aj1eMCpYJLlQfg=/0x0/pic1316284.jpg,8,Abstract Strategy,Claude Leroy
Fleet Commander: 1 – Ignition,2,2,60,2014,7.85178,https://cf.geekdo-images.com/original/img/7Y2CWY9mvZu-nHTD3kIg1LFG06U=/0x0/pic2061053.png,12,"Miniatures, Science Fiction","Elwin Charpentier, Didier Dincher"
Savannah Tails,2,5,30,2009,6.2783,https://cf.geekdo-images.com/original/img/abyJxFt3bloAAwAGrfduwf3DDGg=/0x0/pic572120.jpg,8,"Animals, Racing","Gordon Lamont, Fraser Lamont"
Block Mania,2,2,120,1987,6.43949,https://cf.geekdo-images.com/original/img/Sy-dqOs6T3VvVHh5cSeQOEEFIGE=/0x0/pic52953.jpg,14,"Comic Book / Strip, Science Fiction, Wargame",Richard Halliwell
221B Baker Street: The Master Detective Game,2,6,90,1975,5.97074,https://cf.geekdo-images.com/original/img/ZshWjdILWoZA25Lhn-hOCxPUcUM=/0x0/pic2235991.jpg,10,"Deduction, Murder/Mystery, Novel-based","Antler Productions, Jay Moriarty"
Ascension: Gift of the Elements,1,4,60,2017,7.71655,https://cf.geekdo-images.com/original/img/n8a4MEOyYfRT1hQ3FL3AEMstxDE=/0x0/pic3304438.jpg,13,"Card Game, Fantasy","Gary Arant, Justin Gary"
Air Superiority,1,6,60,1987,6.71948,https://cf.geekdo-images.com/original/img/IvvO0P2j-xoAavN9EEznEEmou5k=/0x0/pic12630.jpg,12,"Aviation / Flight, Modern Warfare, Wargame",J. D. Webster
Neptun,3,5,45,2014,6.58633,https://cf.geekdo-images.com/original/img/-TPWQ6RfTXIiCgq740OxNEPrlpQ=/0x0/pic2335546.jpg,8,"Ancient, Mythology, Nautical",Dirk Henn
Affentennis,2,2,60,2006,7.12743,https://cf.geekdo-images.com/original/img/2g4gycs8jXeD-cpAZbgU8w4IhZU=/0x0/pic155388.jpg,0,"Action / Dexterity, Sports",Jürgen Kohl
Ausgebremst,3,6,45,1993,6.91627,https://cf.geekdo-images.com/original/img/TpeznHGMDGdMVcxPIpGLVVoCJPk=/0x0/pic4060428.jpg,10,"Racing, Sports",Wolfgang Riedesser
Raise Your Goblets,2,12,45,2016,6.12519,https://cf.geekdo-images.com/original/img/uT0QR6zfN7EsLX_beJYb3tDVeb8=/0x0/pic3132188.jpg,8,"Deduction, Humor, Memory, Party Game",Tim Page
Kreus,3,6,30,2016,6.85671,https://cf.geekdo-images.com/original/img/5B6cQ9DcGC-WMwY8GLHXTW7rTlo=/0x0/pic3297439.png,10,"Card Game, Deduction, Mythology",Julien Prothière
Silberzwerg,2,4,60,2000,6.43323,https://cf.geekdo-images.com/original/img/3VG1_7UW0ReRFmHb8LbL7eBTzB0=/0x0/pic11286.jpg,10,Economic,"Gerd Deininger, Andreas Michaelis"
Monster Factory,2,6,30,2012,6.4352,https://cf.geekdo-images.com/original/img/g3czJ4AQt_ct-WV_fmtnWzGkZtY=/0x0/pic1466079.jpg,5,Children's Game,"Nina Paley, Donald X. Vaccarino"
Pick-a-Polar Bear,1,5,15,2013,6.49693,https://cf.geekdo-images.com/original/img/24b3rvp_44fYTovKlVZwiPdVaIQ=/0x0/pic1721977.jpg,8,"Action / Dexterity, Animals, Card Game, Party Game, Puzzle, Real-time",Torsten Landsvogt
No Retreat 4! Italian Front: 1943-45,2,3,300,2015,7.7036,https://cf.geekdo-images.com/original/img/BH1lqc2KO6YzTZjreuUrqKl4AAY=/0x0/pic2577579.jpg,14,"Wargame, World War II",Carl Paradis
Breakaway Rider,2,6,20,1963,6.14479,https://cf.geekdo-images.com/original/img/IvG7q7x4t9NQkGzIWT9K4uP6dBw=/0x0/pic106323.jpg,8,"Card Game, Racing, Sports",Pierre Jacquot
Vienna,3,5,30,2015,6.48218,https://cf.geekdo-images.com/original/img/StMhzfsiFsserD9ublGLtiQrDs8=/0x0/pic2365501.jpg,10,none,Johannes Schmidauer-König
The Twelve Doctors: Doctor Who Card Game,2,2,30,2009,7.82657,https://cf.geekdo-images.com/original/img/13vTErbW0FT4TV8WvfyUSidllb4=/0x0/pic841416.jpg,9,"Card Game, Fighting, Movies / TV / Radio theme, Science Fiction",Mark Chaplin
Tal der Könige,2,4,60,1992,6.59261,https://cf.geekdo-images.com/original/img/TgcSkyM0Stk6Xz4ZahXrhpVfjm8=/0x0/pic285299.jpg,12,Ancient,Christian Beierer
What Were You Thinking?,4,10,30,1998,6.91373,https://cf.geekdo-images.com/original/img/Et6ihYmb0cx2UmETBu6vZ4sMHok=/0x0/pic9122.jpg,10,Party Game,Richard Garfield
Barbarian Prince,1,1,180,1981,6.49033,https://cf.geekdo-images.com/original/img/D3LBZ6zAlWPFGzKzvFspZOkYEfM=/0x0/pic66518.jpg,12,"Adventure, Fantasy, Medieval, Print & Play",Arnold Hendrick
Magi-Nation Duel,2,4,60,2000,7.04667,https://cf.geekdo-images.com/original/img/5TAM2w5jm0m6Hfk_WA3pmgIti3w=/0x0/pic137225.jpg,10,"Card Game, Collectible Components, Fantasy","Josh Lytle, Stephen McLaughlin, Philip Tavel, Dan Tibbles"
Victoria Cross,2,2,120,2004,7.05152,https://cf.geekdo-images.com/original/img/nlEN0kbYh-We6Wa243FHMBP_vnU=/0x0/pic466402.jpg,12,"Post-Napoleonic, Wargame","Grant Wylie, Mike Wylie"
Epigo,2,4,15,2011,6.84406,https://cf.geekdo-images.com/original/img/FUUJ6S7pUZklsGk-UTjVbJiT2Zo=/0x0/pic1053507.jpg,13,"Abstract Strategy, Ancient","Chris Gosselin, Chris Kreuter"
Regatta,2,6,60,1967,6.30526,https://cf.geekdo-images.com/original/img/CFqRNy8HZu9IkJTTNb3Y-rQJcFI=/0x0/pic1514950.jpg,10,"Nautical, Racing, Sports","David D'Arcey, G. W. ""Jerry"" D'Arcey, Frank Thibault"
Dungeon Rush,2,5,19,2016,6.52463,https://cf.geekdo-images.com/original/img/NhreG45IxQih40u1Jr2zwB3kT9A=/0x0/pic3668778.jpg,8,"Action / Dexterity, Card Game, Fantasy, Fighting, Humor, Real-time","Rustan Håkansson, Eli Håkansson"
Mini Curling Game,2,8,30,2012,6.63976,https://cf.geekdo-images.com/original/img/TzvIfkUeE7-z0hFDFCskpsnFU60=/0x0/pic1508779.jpg,7,"Action / Dexterity, Party Game, Sports",none
Italia,3,4,240,2006,6.76042,https://cf.geekdo-images.com/original/img/nj_TrfEt0uLSTwGLa6ZRIjkNqIc=/0x0/pic159519.jpg,10,"Ancient, Wargame",Andreas Steding
Resident Evil Deck Building Game: Mercenaries,1,4,60,2012,7.19649,https://cf.geekdo-images.com/original/img/dCG2FPy7OnfIHSX_BYUBLVR3flQ=/0x0/pic1468156.png,13,"Card Game, Horror, Video Game Theme, Zombies",Tylar Allinder
Totensonntag,2,2,120,2007,6.7764,https://cf.geekdo-images.com/original/img/fH0ua3j3MDpgD-go_DmVsK9Q7xE=/0x0/pic2573199.png,0,"Wargame, World War II",Peter Bogdasarian
Tribes: Early Civilization,1,4,50,2017,6.83506,https://cf.geekdo-images.com/original/img/XdQaJsj1PdhesUTyHU9wqGOzvXM=/0x0/pic3355638.png,8,"Ancient, Civilization, Exploration, Prehistoric, Territory Building",Rustan Håkansson
Spoils of War,3,5,60,2017,7.19789,https://cf.geekdo-images.com/original/img/OJs1Agc3W2_WayuPImn8E1ITzjg=/0x0/pic3536557.jpg,14,"Bluffing, Dice","Jason Medina, Bryan Pope"
Rise to Power,2,6,45,2014,6.53096,https://cf.geekdo-images.com/original/img/7eQ-OCpx6MNbG-rqxwH1fMHvw4w=/0x0/pic2094544.jpg,12,"Card Game, City Building, Science Fiction","Allen Chang, Alistair Kearney"
D-Day Dice: Free Trial Version,1,4,20,2009,6.68171,https://cf.geekdo-images.com/original/img/XhR7c1R1TDv-2rUJo56GH4Soxvs=/0x0/pic1015555.jpg,8,"Dice, World War II",Emmanuel Aquin
Afrika Korps,2,4,180,1964,6.15485,https://cf.geekdo-images.com/original/img/H7JSpo4SaOZTKoq-o_SLFGZDnME=/0x0/pic158054.jpg,12,"Wargame, World War II",Charles S. Roberts
Sakura Arms,2,2,20,2016,7.97306,https://cf.geekdo-images.com/original/img/2x148xymyzHBW2q3wXPEvaYsaOA=/0x0/pic3545811.jpg,12,Card Game,BakaFire
Montage,4,4,60,1973,7.16017,https://cf.geekdo-images.com/original/img/7gYI24cL8eRBM2KQp4kwdkNwZT4=/0x0/pic964692.jpg,13,Word Game,"Joli Quentin Kansil, Rick Soued"
Max,1,8,20,1986,6.60373,https://cf.geekdo-images.com/original/img/g4tiU-ky-xHYNIOv3Zb3Qk5nep4=/0x0/pic44118.jpg,4,"Animals, Children's Game, Racing",Jim Deacove
18NEB,2,4,180,2010,7.54908,https://cf.geekdo-images.com/original/img/YrXupeJ3TAtIuhsY24PlSWnwUK4=/0x0/pic1221093.jpg,12,"Economic, Trains, Transportation",Matthew Campbell
The Horus Heresy: Betrayal at Calth,2,2,120,2015,7.59146,https://cf.geekdo-images.com/original/img/sA_cujwqz9Z_KeGu-OlRqZEQwDQ=/0x0/pic2742030.jpg,0,"Miniatures, Science Fiction, Wargame",James M. Hewitt
Six,2,4,20,2003,6.28575,https://cf.geekdo-images.com/original/img/vabs7rrqD9LEhICvelEU2_e2_D4=/0x0/pic885840.jpg,7,Abstract Strategy,Steffen Mühlhäuser
Dark Horse,1,4,90,2012,6.75952,https://cf.geekdo-images.com/original/img/nnxozPB_JM3kPDaUbHn4fjj0UjQ=/0x0/pic1076386.jpg,10,"American West, Dice, Territory Building, Trains",Don Lloyd
Three Days of Gettysburg (third edition),1,6,4500,2004,7.46777,https://cf.geekdo-images.com/original/img/Ksdx3NtjNZNLMcaVwSjSd9Wy6jo=/0x0/pic1525945.jpg,12,"American Civil War, Wargame",Richard H. Berg
Cavemen: The Quest for Fire,2,5,45,2012,6.40051,https://cf.geekdo-images.com/original/img/8Vw-qyODRimn4dB2Ml5frrJZ1T0=/0x0/pic1145197.jpg,13,"Card Game, Prehistoric",Dan Cassar
Super Scrabble,2,4,60,2004,6.37007,https://cf.geekdo-images.com/original/img/Fgj0mQIAf5kxDPH0GvXfwEtVG68=/0x0/pic72209.jpg,8,Word Game,Murray Eskenazi
Monikers: Something Something,4,20,60,2016,8.06126,https://cf.geekdo-images.com/original/img/6bGh-VCIkWqlQNWXAeOR9sRG72E=/0x0/pic3417074.jpg,18,Party Game,"Alex Hague, Justin Vickers"
Krieg und Frieden,2,4,90,1999,6.13395,https://cf.geekdo-images.com/original/img/AwVw9R5jA_cy_KXLygXRPnDBDXw=/0x0/pic359365.jpg,12,"Medieval, Political",Gerard Mulder
"Aye, Dark Overlord! The Red Box",4,16,30,2005,5.92821,https://cf.geekdo-images.com/original/img/rdH613junELVT26blBrkcPAhfms=/0x0/pic3300672.jpg,13,"Card Game, Fantasy, Humor, Party Game","Fabrizio Bonifacio, Riccardo Crosa, Massimiliano Enrico, Chiara Ferlito, Tim Uren"
After Pablo,2,4,120,2010,7.37592,https://cf.geekdo-images.com/original/img/v-KWjtYUol4VlBd9KXhLez69x5I=/0x0/pic727399.jpg,17,"Economic, Fighting, Mafia",Nate Hayden
Wings for the Baron (second edition),3,5,45,2015,7.38171,https://cf.geekdo-images.com/original/img/-ntJyNcmKIHaX8ke5q8tNYjKiRE=/0x0/pic2682989.jpg,13,"Aviation / Flight, Industry / Manufacturing, World War I",Dave Townsend
The Battle of the Bulge,2,2,120,1981,6.48704,https://cf.geekdo-images.com/original/img/J48OyjhuIksCyfrNBtokkfgwERs=/0x0/pic771975.jpg,12,"Wargame, World War II","B. Sinigaglio, Mick (Mike) Uhl"
Risk: Star Wars – The Clone Wars Edition,2,4,120,2005,6.0264,https://cf.geekdo-images.com/original/img/B8tzaEhmTfWVtZuRSWGMjbh-Upg=/0x0/pic68709.jpg,10,"Movies / TV / Radio theme, Science Fiction, Wargame","Rob Daviau, Dan Sanfilippo"
Zong Shi,3,5,90,2012,6.55801,https://cf.geekdo-images.com/original/img/nr1tav5Z7Ss1qTtc9oCngxYS778=/0x0/pic1115593.jpg,13,Medieval,Kevin G. Nunn
Pharaoh's Gulo Gulo,2,6,20,2015,6.93271,https://cf.geekdo-images.com/original/img/Rc8hL_2omPKhZjwGBFPWSU9y8mc=/0x0/pic2558240.jpg,7,"Action / Dexterity, Adventure, Children's Game","Jürgen P. Grunau, Wolfgang Kramer, Hans Raggan"
Hero of Weehawken,1,1,45,2011,7.55417,https://cf.geekdo-images.com/original/img/x0Bvq5VVJlA0MqI4BMGiin-EEIM=/0x0/pic1039206.jpg,13,"Civilization, Deduction, Educational, Napoleonic, Political",Robert Leonhard
1829,3,9,360,1974,7.036,https://cf.geekdo-images.com/original/img/JqqU14ONsYW0CRxIpxybtJePH2g=/0x0/pic224206.jpg,12,"Economic, Trains, Transportation",Francis Tresham
Ninja Versus Ninja,2,2,15,2008,6.04659,https://cf.geekdo-images.com/original/img/NzorPQyXXDIfQUcnTPEKN49UlEk=/0x0/pic1229622.jpg,10,"Abstract Strategy, Dice, Fighting, Miniatures",Tushar Gheewala
"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",2,2,120,2016,7.808,https://cf.geekdo-images.com/original/img/Xo8RYhGb_5w_K4VpY0wlnqZfj5M=/0x0/pic2700690.png,12,"Wargame, World War II",Mark Mokszycki
The Big Taboo,4,0,0,2006,6.37332,https://cf.geekdo-images.com/original/img/mZOlUdvDlAw7_uiEaLYb2SYPF3k=/0x0/pic392560.jpg,12,"Action / Dexterity, Memory, Party Game, Word Game",Brian Hersch
History Maker Baseball,1,2,30,2013,8.21371,https://cf.geekdo-images.com/original/img/N-sgg-TpasWeOsATM9ZUMlMHqWM=/0x0/pic2041485.jpg,0,Sports,Keith Avallone
Bomb Squad Academy,2,5,20,2015,6.48506,https://cf.geekdo-images.com/original/img/qb1r1WjLLhYP8-FaXjBG-sJb2HQ=/0x0/pic2246825.jpg,13,none,"Josh Cappel, Daniel Rocchi"
ebbes,3,5,45,2013,6.81129,https://cf.geekdo-images.com/original/img/lmuzo8nlldRIKPxmfIi0951u7SE=/0x0/pic1789659.jpg,10,Card Game,Klaus Geis
BANG!: The Walking Dead,4,7,30,2014,6.56264,https://cf.geekdo-images.com/original/img/QoCqkiz-h4gzrsTm0MK7lUINYfQ=/0x0/pic2062142.jpg,13,"Bluffing, Card Game, Deduction, Fighting, Zombies",none
Gold!,2,3,20,2011,6.41012,https://cf.geekdo-images.com/original/img/535UTsZ7FXKCVa5Uel5VmNtZGoo=/0x0/pic898503.jpg,8,Card Game,Michael Schacht
Serpents of the Seas,1,4,150,2010,7.68709,https://cf.geekdo-images.com/original/img/OYmM7-9GYOlfNbI8SOq2kCJmDxQ=/0x0/pic696268.jpg,0,"American Revolutionary War, Nautical, Wargame",Mike Nagel
Test of Fire: Bull Run 1861,2,2,45,2011,6.57706,https://cf.geekdo-images.com/original/img/BKU7VZi3-p-yg_gtX6iIVVn-01w=/0x0/pic991417.jpg,10,"American Civil War, Wargame",Martin Wallace
Samara,2,5,50,2015,6.3779,https://cf.geekdo-images.com/original/img/YmnNZtUEhtDFv02t6Uxq6e-yS9o=/0x0/pic2622081.jpg,10,"City Building, Medieval",Corné van Moorsel
Storm Over Dien Bien Phu,1,2,180,2014,7.58456,https://cf.geekdo-images.com/original/img/N7BoDw4KyTipi3_zp0IpxxNiXpo=/0x0/pic3322477.jpg,0,"Vietnam War, Wargame","Nick Richardson, Brian Youse"
Modern Naval Battles,2,6,90,1989,6.43593,https://cf.geekdo-images.com/original/img/UAZ04NAS8HXY6Zo320fS_XrZICQ=/0x0/pic7548.jpg,12,"Card Game, Modern Warfare, Nautical, Print & Play, Wargame","Alan Emrich, Beth Queman, Dan Verssen"
The King's Armory,1,7,240,2015,7.18871,https://cf.geekdo-images.com/original/img/yup6CRPi7zFaRvzn57A_1qQiNho=/0x0/pic2582948.jpg,13,"Fantasy, Video Game Theme",John Wrot!
Kayanak,2,4,15,1999,6.45337,https://cf.geekdo-images.com/original/img/nM1XEt0mK2wGgPKhisdW_yVfPrk=/0x0/pic1793211.jpg,4,"Action / Dexterity, Children's Game",Peter-Paul Joopen
Bohn To Be Wild!,1,7,60,2012,6.73113,https://cf.geekdo-images.com/original/img/Hon9POt-amjUu6kvGDJxypj-nIw=/0x0/pic1379533.jpg,12,"Card Game, Farming, Negotiation",Uwe Rosenberg
Santa Fe,2,5,70,1992,6.94254,https://cf.geekdo-images.com/original/img/0Qcu8zIWW6oeCVJvpMcbsFcFlRs=/0x0/pic86174.jpg,10,Trains,Alan R. Moon
Desperados of Dice Town,2,4,25,2014,6.18467,https://cf.geekdo-images.com/original/img/dBxXVTkZOOAL1ULsTWCu9KwFMvM=/0x0/pic2230277.jpg,8,"American West, Dice","Bruno Cathala, Ludovic Maublanc"
Costa Rica,2,5,45,2016,6.22792,https://cf.geekdo-images.com/original/img/QzRKtEXfKbpvqFGoKzyCET9iFEk=/0x0/pic3032708.jpg,8,Exploration,"Matthew Dunstan, Brett J. Gilbert"
Dien Bien Phu: The Final Gamble,2,2,1440,2014,8.27314,https://cf.geekdo-images.com/original/img/c9qeWrdiyMCQwxfk8u4L_lS9aEw=/0x0/pic2005473.jpg,0,"Modern Warfare, Vietnam War, Wargame",Kim Kanger
Axis Empires: Dai Senso!,2,3,900,2011,7.86913,https://cf.geekdo-images.com/original/img/mxxO32Vus5zB42uBSTBjG0kLuQ4=/0x0/pic1024642.jpg,12,"Wargame, World War II","Alan Emrich, Thomas Prowell, Salvatore Vasta"
Miscellaneous Game Accessory,0,0,0,0,7.01243,https://cf.geekdo-images.com/original/img/JLyMw3TrUmySyIgO05uoHOW2fMQ=/0x0/pic1017967.jpg,0,none,(Uncredited)
1824: Austria-Hungary,3,6,300,2005,7.79675,https://cf.geekdo-images.com/original/img/pkAHtoHaeGJOzkKgdgWy5_Y9wFg=/0x0/pic1207675.jpg,14,"Economic, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler"
Mage Knight,2,4,60,2000,6.09018,https://cf.geekdo-images.com/original/img/-omCjQH4dsIPD1aGydsRn7UsLug=/0x0/pic11350.jpg,10,"Collectible Components, Fantasy, Miniatures, Wargame","Kevin Barrett, Jordan Weisman"
Haste Worte?,3,8,30,1997,6.87286,https://cf.geekdo-images.com/original/img/gX2gSBiLN8XBhc_nxmkXuMCnYOM=/0x0/pic3919029.jpg,8,"Party Game, Word Game","Michael Kiesling, Wolfgang Kramer"
Mini Mölkky,2,99,30,2013,7.55784,https://cf.geekdo-images.com/original/img/vp-kgGhpN8t8g35HGPa00v49c3w=/0x0/pic2715521.jpg,6,"Action / Dexterity, Party Game",(Uncredited)
Three Cheers for Master,2,6,40,2015,6.4189,https://cf.geekdo-images.com/original/img/KiLDptHdngwjtXTfUK6j5fMYhAs=/0x0/pic2475824.jpg,13,"Card Game, Humor",Daniel Windfeld Schmidt
Next War: India-Pakistan,2,2,480,2015,8.27016,https://cf.geekdo-images.com/original/img/rrtW6nPyS2ELS0ekvkzUhu2_HC8=/0x0/pic2738825.jpg,12,"Modern Warfare, Wargame","Gene Billingsley, Mitchell Land"
Packet Row,2,5,75,2013,6.19321,https://cf.geekdo-images.com/original/img/LgC23P9JnVoZ23ldo1aVZfdsn-c=/0x0/pic1703163.jpg,10,Industry / Manufacturing,"Henrik Berg, Åse Berg"
World War II: European Theater of Operations,2,3,360,1985,7.1406,https://cf.geekdo-images.com/original/img/zYwFuVLvLYzgRLtqDqM_XdI4fCI=/0x0/pic277947.jpg,12,"Wargame, World War II",Douglas Niles
Saboteur: The Duel,1,2,30,2014,6.18219,https://cf.geekdo-images.com/original/img/AOvRkIFcouzvTSZIYBOISNrpcMo=/0x0/pic3989510.png,8,"Bluffing, Card Game, Exploration, Fantasy",Fréderic Moyersoen
Shazamm!,2,2,30,2003,6.20471,https://cf.geekdo-images.com/original/img/FCOPKLf2-HFXqQhhc-zi_LHIGLA=/0x0/pic37522.jpg,10,"Bluffing, Card Game, Fantasy","François Bruel, Philippe des Pallières"
Gauntlet of Fools,2,6,30,2012,6.00991,https://cf.geekdo-images.com/original/img/CgATM8OmNQqDFZ7PwXyuu46vhhw=/0x0/pic1392572.png,13,"Adventure, Card Game, Dice, Fantasy, Fighting",Donald X. Vaccarino
Steam Donkey,2,4,45,2014,6.74708,https://cf.geekdo-images.com/original/img/HumFxeSAc43f3Jbx3M9J96VTZoc=/0x0/pic1931097.jpg,10,Card Game,"Gary Dicken, Steve Kendall, Phil Kendall"
Mechwarrior: Dark Age,2,10,60,2002,6.22662,https://cf.geekdo-images.com/original/img/0uO1AhDAt_GhJKZ9f9HH3BdHrLY=/0x0/pic90904.jpg,10,"Collectible Components, Dice, Miniatures, Science Fiction, Wargame","Kevin Barrett, Paul Nobles, Matt Robinson"
Battlestations: Second Edition,1,9,240,2017,8.36477,https://cf.geekdo-images.com/original/img/Bp8NRM43OUNSKHV0sah2OgEOBm0=/0x0/pic2903180.jpg,12,"Game System, Miniatures, Science Fiction, Space Exploration",Jeff Siadek
Tatsu,2,2,45,2016,6.83984,https://cf.geekdo-images.com/original/img/Fcd0lrhOrcMA1ceQB65K6NRYXCs=/0x0/pic2616564.jpg,8,Abstract Strategy,John Yianni
Wrath of Dragons,2,6,90,2015,7.18169,https://cf.geekdo-images.com/original/img/lX-P5qTCUyjwWBKPOUofqqxpohk=/0x0/pic2597084.jpg,12,Fantasy,Keith Rentz
Ylandyss,2,4,90,2015,7.46273,https://cf.geekdo-images.com/original/img/ea1t07tKMcac2glvAn4AQBUolP4=/0x0/pic2451316.jpg,15,Fantasy,Pau Carles
Stalin's War,2,2,240,2010,6.74217,https://cf.geekdo-images.com/original/img/5sIWt_1iuZcmH3f2KQDeONIZROo=/0x0/pic691074.jpg,12,"Wargame, World War II",Ted Raicer
6-Tage Rennen,3,8,60,1986,6.88135,https://cf.geekdo-images.com/original/img/rMROaokVDbBG_7azSRyBatNLyBc=/0x0/pic125292.jpg,8,"Racing, Sports",Walter Toncar
Squad Seven,2,4,20,2002,6.44862,https://cf.geekdo-images.com/original/img/84eW0pu2qkU_InJaj-Jks90z6Aw=/0x0/pic190387.jpg,12,"Action / Dexterity, Adventure, Card Game, Real-time",Roberto Fraga
The Lord of the Rings: The Fellowship of the Ring,2,2,90,2001,6.54078,https://cf.geekdo-images.com/original/img/aSzZllBO9UYQJl9J_AGFNiIxarw=/0x0/pic469968.jpg,12,"Fantasy, Miniatures, Movies / TV / Radio theme, Novel-based, Wargame",Rick Priestley
Croak!,2,4,20,1999,6.54449,https://cf.geekdo-images.com/original/img/WBZa0RjAkIWPyySqQKYOdikStOM=/0x0/pic1319089.jpg,6,Children's Game,Igor Polouchine
Dungeoneer: Dragons of the Forsaken Desert,2,4,60,2005,6.29548,https://cf.geekdo-images.com/original/img/ijYQssO5S27OGnJG7ldM6DKsuDc=/0x0/pic244047.jpg,12,"Adventure, Card Game, Fantasy",Thomas Denmark
Wizards of the Wild,1,4,30,2015,6.8037,https://cf.geekdo-images.com/original/img/LUsNi7kUBnJzVtPeHHjhtm9xBo8=/0x0/pic3098828.png,10,"Animals, Card Game, Dice, Fantasy","Dan Schnake, Adam West"
